store_id,item_id,wm_yr_wk,sell_price
store_1,item_10,201917,10.47
store_1,item_10,201919,15.71
store_1,item_10,201959,12.08
store_1,item_10,201842,8.2
store_1,item_10,201891,0.0
store_1,item_10,201923,93.45
store_1,item_10,201947,42.2
store_1,item_11,201843,10.5
store_1,item_11,201830,1.16
store_1,item_11,201860,45.23
store_1,item_11,201877,0.0
store_1,item_11,201973,48.07
store_1,item_13,201815,82.82
store_1,item_13,201927,73.8
store_1,item_13,201839,22.54
store_1,item_13,201845,11.98
store_1,item_13,201936,36.74
store_1,item_19,201805,0.0
store_1,item_19,201972,38.82
store_1,item_19,201860,12.54
store_1,item_19,201863,25.87
store_1,item_19,201875,83.0
store_1,item_21,201989,10.22
store_1,item_21,201954,0.0
store_1,item_21,201896,87.27
store_1,item_21,201924,10.4
store_1,item_21,201946,10.36
store_1,item_21,201972,10.13
store_1,item_21,201935,79.3
store_1,item_24,201974,31.72
store_1,item_24,201888,9.57
store_1,item_24,201888,10.18
store_1,item_24,201897,0.0
store_1,item_24,201924,57.26
store_1,item_24,201943,10.11
store_1,item_24,201876,71.95
store_1,item_3,201900,43.16
store_1,item_3,201949,70.78
store_1,item_3,201809,0.0
store_1,item_3,201855,73.61
store_1,item_3,201831,10.04
store_1,item_33,201827,28.51
store_1,item_33,201800,0.0
store_1,item_33,201906,10.01
store_1,item_33,201951,9.67
store_1,item_33,201955,39.72
store_1,item_41,201876,0.0
store_1,item_41,201958,58.24
store_1,item_41,201801,9.87
store_1,item_41,201865,9.88
store_1,item_41,201885,11.93
store_1,item_41,201999,0.0
store_1,item_41,201851,43.8
store_1,item_41,201942,14.53
store_1,item_7,201901,41.82
store_1,item_7,201861,99.38
store_1,item_7,201898,2.1
store_1,item_7,201827,0.0
store_1,item_7,201839,10.03
store_1,item_7,201974,95.29
store_1,item_7,201850,25.03
store_10,item_12,201963,0.0
store_10,item_12,201828,61.59
store_10,item_12,201953,67.68
store_10,item_12,201869,9.32
store_10,item_12,201900,63.44
store_10,item_12,201900,48.93
store_10,item_12,201839,15.87
store_10,item_16,201904,0.0
store_10,item_16,201807,39.49
store_10,item_16,201926,7.95
store_10,item_16,201839,49.03
store_10,item_16,201893,9.64
store_10,item_25,201891,9.9
store_10,item_25,201920,10.06
store_10,item_25,201967,0.0
store_10,item_25,201853,5.17
store_10,item_25,201883,35.63
store_10,item_28,201903,45.54
store_10,item_28,201844,19.17
store_10,item_28,201950,14.39
store_10,item_28,201873,0.0
store_10,item_28,201973,78.48
store_10,item_31,201852,12.57
store_10,item_31,201828,10.01
store_10,item_31,201835,10.4
store_10,item_31,201877,9.95
store_10,item_31,201899,0.0
store_10,item_31,201878,9.55
store_10,item_31,201885,29.83
store_10,item_31,201894,5.59
store_10,item_31,201939,10.28
store_10,item_31,201840,0.0
store_10,item_31,201881,42.04
store_10,item_38,201800,12.14
store_10,item_38,201842,9.97
store_10,item_38,201908,62.02
store_10,item_38,201968,38.06
store_10,item_38,201846,11.24
store_10,item_38,201941,6.87
store_10,item_39,201967,54.18
store_10,item_39,201860,0.0
store_10,item_39,201889,10.46
store_10,item_39,201822,10.49
store_10,item_39,201998,91.54
store_10,item_39,201846,12.82
store_10,item_41,201809,10.38
store_10,item_41,201858,0.0
store_10,item_41,201890,10.64
store_10,item_41,201969,9.62
store_10,item_41,201957,10.27
store_10,item_41,201862,68.75
store_10,item_41,201887,24.29
store_10,item_41,201999,9.81
store_10,item_6,201962,38.5
store_10,item_6,201994,10.17
store_10,item_6,201844,9.66
store_10,item_6,201853,21.97
store_10,item_6,201929,0.0
store_10,item_6,201957,10.03
store_10,item_7,201816,0.0
store_10,item_7,201822,14.25
store_10,item_7,201980,2.83
store_10,item_7,201802,14.39
store_10,item_7,201837,0.0
store_10,item_7,201813,94.62
store_10,item_7,201824,39.02
store_10,item_7,201927,9.72
store_10,item_7,201961,9.96
store_10,item_7,201920,12.97
store_2,item_1,201979,10.67
store_2,item_1,201914,64.24
store_2,item_1,201872,10.09
store_2,item_1,201840,9.77
store_2,item_1,201825,9.63
store_2,item_13,201811,21.93
store_2,item_13,201878,9.64
store_2,item_13,201955,96.99
store_2,item_13,201942,95.1
store_2,item_13,201855,64.23
store_2,item_14,201953,65.01
store_2,item_14,201910,74.41
store_2,item_14,201934,0.0
store_2,item_14,201952,37.28
store_2,item_14,201952,8.69
store_2,item_14,201966,38.15
store_2,item_14,201974,9.83
store_2,item_14,201923,10.31
store_2,item_15,201809,8.0
store_2,item_15,201839,11.94
store_2,item_15,201837,0.0
store_2,item_15,201802,54.36
store_2,item_15,201858,10.46
store_2,item_15,201886,56.54
store_2,item_15,201836,0.0
store_2,item_15,201836,7.88
store_2,item_17,201875,0.0
store_2,item_17,201910,6.88
store_2,item_17,201972,9.7
store_2,item_17,201976,46.65
store_2,item_17,201971,50.23
store_2,item_17,201809,34.71
store_2,item_17,201872,0.0
store_2,item_19,201820,9.89
store_2,item_19,201974,10.4
store_2,item_19,201916,10.29
store_2,item_19,201836,4.74
store_2,item_19,201902,16.66
store_2,item_19,201864,9.95
store_2,item_19,201886,69.37
store_2,item_20,201968,0.0
store_2,item_20,201877,25.83
store_2,item_20,201991,9.84
store_2,item_20,201879,10.48
store_2,item_20,201894,48.89
store_2,item_21,201918,10.29
store_2,item_21,201958,12.46
store_2,item_21,201820,43.49
store_2,item_21,201829,48.01
store_2,item_21,201979,0.0
store_2,item_21,201814,0.0
store_2,item_21,201944,82.61
store_2,item_25,201917,25.7
store_2,item_25,201938,11.09
store_2,item_25,201816,6.94
store_2,item_25,201826,9.84
store_2,item_25,201858,97.45
store_2,item_25,201972,9.94
store_2,item_27,201911,16.38
store_2,item_27,201941,10.39
store_2,item_27,201816,38.51
store_2,item_27,201945,9.56
store_2,item_27,201873,0.0
store_2,item_30,201958,9.86
store_2,item_30,201911,34.54
store_2,item_30,201815,0.0
store_2,item_30,201956,10.02
store_2,item_30,201840,46.88
store_2,item_30,201884,10.0
store_2,item_45,201827,14.27
store_2,item_45,201984,7.53
store_2,item_45,201954,14.09
store_2,item_45,201975,0.0
store_2,item_45,201857,0.0
store_2,item_45,201807,9.45
store_2,item_45,201948,47.9
store_2,item_50,201874,10.22
store_2,item_50,201981,10.42
store_2,item_50,201983,0.0
store_2,item_50,201831,52.97
store_2,item_50,201852,56.51
store_2,item_7,201951,9.54
store_2,item_7,201950,10.32
store_2,item_7,201810,0.0
store_2,item_7,201867,10.06
store_2,item_7,201859,99.34
store_2,item_7,201937,10.15
store_2,item_7,201900,70.23
store_2,item_7,201878,0.0
store_2,item_8,201816,59.9
store_2,item_8,201936,14.23
store_2,item_8,201964,0.0
store_2,item_8,201897,0.0
store_2,item_8,201897,9.62
store_2,item_8,201930,23.83
store_2,item_8,201997,46.98
store_3,item_2,201972,10.24
store_3,item_2,201886,9.96
store_3,item_2,201813,9.8
store_3,item_2,201848,10.37
store_3,item_2,201881,34.4
store_3,item_2,201860,0.0
store_3,item_2,201996,30.74
store_3,item_2,201859,5.84
store_3,item_2,201891,56.34
store_3,item_21,201846,12.79
store_3,item_21,201822,0.0
store_3,item_21,201874,76.6
store_3,item_21,201901,0.0
store_3,item_21,201905,26.75
store_3,item_21,201868,58.11
store_3,item_21,201932,18.89
store_3,item_21,201986,79.3
store_3,item_21,201919,10.2
store_3,item_24,201986,23.11
store_3,item_24,201802,10.16
store_3,item_24,201990,30.36
store_3,item_24,201879,66.0
store_3,item_24,201990,10.29
store_3,item_26,201849,94.53
store_3,item_26,201919,9.24
store_3,item_26,201821,0.0
store_3,item_26,201951,26.35
store_3,item_26,201883,9.96
store_3,item_26,201810,1.57
store_3,item_32,201909,13.22
store_3,item_32,201812,9.97
store_3,item_32,201872,37.64
store_3,item_32,201902,9.79
store_3,item_32,201856,9.8
store_3,item_32,201880,30.61
store_3,item_32,201918,9.82
store_3,item_39,201818,10.4
store_3,item_39,201887,10.36
store_3,item_39,201944,29.79
store_3,item_39,201916,0.0
store_3,item_39,201891,10.02
store_3,item_39,201812,40.0
store_3,item_4,201881,13.14
store_3,item_4,201923,0.0
store_3,item_4,201986,97.13
store_3,item_4,201876,6.83
store_3,item_4,201890,9.86
store_3,item_4,201865,10.1
store_3,item_4,201916,10.39
store_3,item_40,201850,63.72
store_3,item_40,201872,0.0
store_3,item_40,201881,39.54
store_3,item_40,201882,3.62
store_3,item_40,201860,10.1
store_3,item_46,201911,83.01
store_3,item_46,201919,72.98
store_3,item_46,201861,85.93
store_3,item_46,201863,19.31
store_3,item_46,201987,10.19
store_3,item_46,201944,0.0
store_3,item_46,201844,76.09
store_4,item_1,201907,18.4
store_4,item_1,201934,10.08
store_4,item_1,201853,1.6
store_4,item_1,201946,4.23
store_4,item_1,201852,7.66
store_4,item_1,201875,10.35
store_4,item_1,201937,17.09
store_4,item_11,201894,11.2
store_4,item_11,201936,10.05
store_4,item_11,201893,78.17
store_4,item_11,201941,10.99
store_4,item_11,201922,10.28
store_4,item_11,201930,35.86
store_4,item_11,201864,37.54
store_4,item_12,201916,29.66
store_4,item_12,201913,10.25
store_4,item_12,201835,0.0
store_4,item_12,201815,2.54
store_4,item_12,201865,93.78
store_4,item_17,201824,35.92
store_4,item_17,201957,39.42
store_4,item_17,201912,9.92
store_4,item_17,201977,5.5
store_4,item_17,201852,5.5
store_4,item_17,201915,9.86
store_4,item_17,201836,44.63
store_4,item_17,201874,0.0
store_4,item_17,201849,15.99
store_4,item_17,201978,30.45
store_4,item_18,201822,51.81
store_4,item_18,201827,41.43
store_4,item_18,201830,0.0
store_4,item_18,201927,9.6
store_4,item_18,201973,10.36
store_4,item_18,201828,10.46
store_4,item_25,201814,14.09
store_4,item_25,201870,9.83
store_4,item_25,201926,25.47
store_4,item_25,201870,32.64
store_4,item_25,201928,10.28
store_4,item_25,201970,0.0
store_4,item_25,201973,9.95
store_4,item_34,201845,10.24
store_4,item_34,201913,14.95
store_4,item_34,201963,0.0
store_4,item_34,201837,98.4
store_4,item_34,201947,45.6
store_4,item_34,201845,9.59
store_4,item_38,201851,83.86
store_4,item_38,201828,0.0
store_4,item_38,201989,9.64
store_4,item_38,201819,38.26
store_4,item_38,201906,46.96
store_4,item_38,201913,99.23
store_4,item_45,201866,9.8
store_4,item_45,201827,0.0
store_4,item_45,201857,95.82
store_4,item_45,201879,10.42
store_4,item_45,201901,9.65
store_4,item_45,201908,12.32
store_4,item_46,201978,28.39
store_4,item_46,201948,21.13
store_4,item_46,201863,71.14
store_4,item_46,201962,14.89
store_4,item_46,201855,0.0
store_4,item_46,201922,0.0
store_4,item_46,201821,6.83
store_4,item_6,201898,44.97
store_4,item_6,201920,0.0
store_4,item_6,201858,10.19
store_4,item_6,201978,9.88
store_4,item_6,201975,7.68
store_4,item_6,201976,35.7
store_4,item_6,201923,6.43
store_4,item_6,201873,10.21
store_4,item_9,201806,9.69
store_4,item_9,201872,0.0
store_4,item_9,201959,41.93
store_4,item_9,201943,8.1
store_4,item_9,201828,76.21
store_4,item_9,201999,19.61
store_5,item_13,201830,0.0
store_5,item_13,201933,83.17
store_5,item_13,201931,0.0
store_5,item_13,201903,9.58
store_5,item_13,201848,9.91
store_5,item_13,201945,10.49
store_5,item_13,201958,12.26
store_5,item_13,201947,9.83
store_5,item_17,201833,41.06
store_5,item_17,201962,10.24
store_5,item_17,201981,0.0
store_5,item_17,201873,26.33
store_5,item_17,201918,65.33
store_5,item_17,201913,0.0
store_5,item_17,201963,27.19
store_5,item_30,201876,9.6
store_5,item_30,201840,0.0
store_5,item_30,201959,34.67
store_5,item_30,201810,19.38
store_5,item_30,201855,13.35
store_5,item_30,201902,10.06
store_5,item_36,201956,10.07
store_5,item_36,201880,9.9
store_5,item_36,201820,9.75
store_5,item_36,201953,0.0
store_5,item_36,201848,98.98
store_5,item_37,201832,38.94
store_5,item_37,201883,0.0
store_5,item_37,201905,10.05
store_5,item_37,201846,17.88
store_5,item_37,201824,9.65
store_5,item_37,201981,59.71
store_5,item_37,201956,0.0
store_5,item_44,201828,9.98
store_5,item_44,201931,5.7
store_5,item_44,201827,99.92
store_5,item_44,201920,94.08
store_5,item_44,201978,0.0
store_5,item_44,201932,10.06
store_5,item_44,201959,0.0
store_5,item_47,201838,0.0
store_5,item_47,201881,9.87
store_5,item_47,201935,9.69
store_5,item_47,201938,96.02
store_5,item_47,201832,17.89
store_5,item_47,201843,10.47
store_5,item_47,201828,10.34
store_5,item_47,201984,0.0
store_5,item_47,201848,45.33
store_5,item_50,201916,0.0
store_5,item_50,201986,69.53
store_5,item_50,201811,9.65
store_5,item_50,201817,25.97
store_5,item_50,201815,35.86
store_5,item_50,201817,10.04
store_5,item_50,201863,0.0
store_5,item_6,201810,9.49
store_5,item_6,201990,50.68
store_5,item_6,201829,70.14
store_5,item_6,201866,9.59
store_5,item_6,201951,0.0
store_5,item_8,201915,62.16
store_5,item_8,201960,8.27
store_5,item_8,201966,49.42
store_5,item_8,201981,18.82
store_5,item_8,201972,0.0
store_5,item_8,201843,43.17
store_6,item_18,201810,60.89
store_6,item_18,201829,43.21
store_6,item_18,201896,10.01
store_6,item_18,201847,0.0
store_6,item_18,201815,10.82
store_6,item_18,201917,0.0
store_6,item_18,201842,9.88
store_6,item_23,201880,95.55
store_6,item_23,201982,42.24
store_6,item_23,201874,25.67
store_6,item_23,201989,35.78
store_6,item_23,201894,9.57
store_6,item_23,201970,99.5
store_6,item_23,201871,10.15
store_6,item_24,201944,11.7
store_6,item_24,201874,28.68
store_6,item_24,201930,9.8
store_6,item_24,201988,0.0
store_6,item_24,201825,9.65
store_6,item_29,201946,0.0
store_6,item_29,201890,11.59
store_6,item_29,201846,87.48
store_6,item_29,201934,3.06
store_6,item_29,201995,10.41
store_6,item_29,201848,73.75
store_6,item_30,201922,9.83
store_6,item_30,201914,4.0
store_6,item_30,201870,5.9
store_6,item_30,201938,14.52
store_6,item_30,201943,90.89
store_6,item_30,201899,51.93
store_6,item_30,201954,10.07
store_6,item_30,201985,17.37
store_6,item_34,201856,10.2
store_6,item_34,201973,9.6
store_6,item_34,201866,9.8
store_6,item_34,201862,14.44
store_6,item_34,201927,65.7
store_6,item_34,201824,0.0
store_6,item_36,201932,9.51
store_6,item_36,201835,9.66
store_6,item_36,201903,14.28
store_6,item_36,201934,9.5
store_6,item_36,201978,10.17
store_6,item_36,201822,0.0
store_6,item_36,201932,9.77
store_6,item_36,201977,11.25
store_6,item_36,201853,95.8
store_6,item_36,201936,12.97
store_6,item_41,201847,0.0
store_6,item_41,201864,70.69
store_6,item_41,201820,10.2
store_6,item_41,201809,16.9
store_6,item_41,201967,81.05
store_6,item_41,201867,9.81
store_6,item_46,201816,7.74
store_6,item_46,201906,12.29
store_6,item_46,201839,87.8
store_6,item_46,201906,51.79
store_6,item_46,201948,0.0
store_6,item_6,201847,72.96
store_6,item_6,201932,10.11
store_6,item_6,201965,0.0
store_6,item_6,201802,76.28
store_6,item_6,201999,39.34
store_6,item_6,201856,10.49
store_6,item_6,201808,0.0
store_7,item_1,201925,10.47
store_7,item_1,201945,0.0
store_7,item_1,201944,39.33
store_7,item_1,201905,6.76
store_7,item_1,201805,8.19
store_7,item_14,201873,70.37
store_7,item_14,201859,0.0
store_7,item_14,201803,39.99
store_7,item_14,201858,0.0
store_7,item_14,201887,19.24
store_7,item_14,201908,21.83
store_7,item_14,201933,7.31
store_7,item_14,201941,12.77
store_7,item_22,201840,13.77
store_7,item_22,201803,9.98
store_7,item_22,201818,33.1
store_7,item_22,201800,10.46
store_7,item_22,201917,9.06
store_7,item_26,201963,9.97
store_7,item_26,201824,10.02
store_7,item_26,201865,43.09
store_7,item_26,201980,9.85
store_7,item_26,201835,0.0
store_7,item_27,201823,22.71
store_7,item_27,201928,73.97
store_7,item_27,201913,40.42
store_7,item_27,201849,54.34
store_7,item_27,201847,10.14
store_7,item_28,201851,38.95
store_7,item_28,201958,0.0
store_7,item_28,201938,11.62
store_7,item_28,201807,9.8
store_7,item_28,201952,80.8
store_7,item_31,201994,88.27
store_7,item_31,201898,28.59
store_7,item_31,201933,9.99
store_7,item_31,201996,28.72
store_7,item_31,201997,12.62
store_7,item_31,201942,9.89
store_7,item_31,201971,0.0
store_7,item_31,201918,54.02
store_7,item_31,201983,10.45
store_7,item_31,201830,32.87
store_7,item_43,201954,53.06
store_7,item_43,201816,5.88
store_7,item_43,201804,7.99
store_7,item_43,201868,0.0
store_7,item_43,201917,30.98
store_7,item_43,201849,0.0
store_7,item_43,201858,9.72
store_7,item_50,201887,0.0
store_7,item_50,201970,18.64
store_7,item_50,201963,9.34
store_7,item_50,201969,0.0
store_7,item_50,201895,10.28
store_7,item_50,201994,45.0
store_7,item_50,201928,12.21
store_8,item_18,201807,1.99
store_8,item_18,201883,69.3
store_8,item_18,201944,0.0
store_8,item_18,201809,93.53
store_8,item_18,201889,9.96
store_8,item_20,201826,58.86
store_8,item_20,201908,10.27
store_8,item_20,201944,0.0
store_8,item_20,201929,8.1
store_8,item_20,201896,17.2
store_8,item_23,201980,0.0
store_8,item_23,201991,9.72
store_8,item_23,201882,39.72
store_8,item_23,201964,18.09
store_8,item_23,201811,11.29
store_8,item_28,201981,8.12
store_8,item_28,201870,9.84
store_8,item_28,201806,76.27
store_8,item_28,201847,69.65
store_8,item_28,201934,0.0
store_8,item_28,201980,42.95
store_8,item_28,201895,0.0
store_8,item_38,201853,9.98
store_8,item_38,201886,46.34
store_8,item_38,201985,62.08
store_8,item_38,201994,10.49
store_8,item_38,201883,9.79
store_8,item_42,201921,11.5
store_8,item_42,201864,9.79
store_8,item_42,201896,14.4
store_8,item_42,201820,0.0
store_8,item_42,201965,95.35
store_8,item_42,201894,13.71
store_8,item_43,201983,48.12
store_8,item_43,201998,15.75
store_8,item_43,201929,17.65
store_8,item_43,201858,0.0
store_8,item_43,201812,10.02
store_8,item_43,201816,10.17
store_8,item_44,201906,9.61
store_8,item_44,201904,10.48
store_8,item_44,201962,9.79
store_8,item_44,201838,9.85
store_8,item_44,201967,8.25
store_8,item_44,201862,0.0
store_8,item_44,201914,33.04
store_8,item_44,201921,0.0
store_8,item_44,201845,3.93
store_9,item_1,201959,10.26
store_9,item_1,201907,94.75
store_9,item_1,201940,8.27
store_9,item_1,201842,60.7
store_9,item_1,201807,9.76
store_9,item_1,201949,42.22
store_9,item_1,201839,17.69
